Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
1,12/24/2010,FALSE,59.39,3.098,3318.97,NA,10,397.02,227.3932855,6.034
1,12/31/2010,TRUE,51.76,3.108,6542.05,10952.76,70.6,201.38,227.5148363,6.034
1,1/7/2011,FALSE,46.52,3.161,2917.32,7821.32,0.2,171.09,227.6363871,6.108
1,1/14/2011,FALSE,49.83,3.243,2503.67,3395,0.52,160.25,227.7579379,6.108
1,1/21/2011,FALSE,49.09,3.237,659.55,779.95,2.1,43.05,227.7893692,6.108
1,1/28/2011,FALSE,57.85,3.227,524.43,838.33,0.1,19.79,227.7847527,6.108
1,2/4/2011,FALSE,62.81,3.244,2513.52,665.85,30,3221.12,227.7801362,6.108
1,2/11/2011,TRUE,62.77,3.417,29091.04,224.97,163.55,6151.53,227.7755197,6.108
1,2/18/2011,FALSE,57.36,3.475,7962.18,1467.18,NA,940.34,227.814,6.108
1,2/25/2011,FALSE,59.96,3.597,2005.31,1497.57,NA,122.48,227.9602222,6.108
1,3/4/2011,FALSE,54.19,3.711,3805.93,81.37,NA,108.54,228.1064444,6.108
1,3/11/2011,FALSE,57.25,3.658,6458.44,34.88,4,892.51,228.2526667,6.108
1,3/18/2011,FALSE,61.99,3.622,3634.62,NA,1.5,149.77,228.3819613,6.108
1,3/25/2011,FALSE,70.38,3.611,2657.14,NA,246,392.86,228.4689369,6.108
1,4/1/2011,FALSE,60.69,3.606,2177.83,NA,199.96,103.87,228.5559125,6.108
1,4/8/2011,FALSE,65.89,3.583,9649.15,1285.04,316.3,65.46,228.6428882,5.999
1,4/15/2011,FALSE,67.56,3.529,900.72,716.86,53.54,151.17,228.7298638,5.999
1,4/22/2011,FALSE,71.69,3.451,976.83,0.01,60,40.4,228.7298638,5.999
1,4/29/2011,FALSE,65.23,3.417,539.28,NA,60.37,135.01,228.7298638,5.999
1,5/6/2011,FALSE,69.73,3.386,2889.32,13,10.61,496.24,NA,NA
1,5/13/2011,FALSE,68.93,3.392,1455.45,78,27.23,125.67,NA,NA
1,5/20/2011,FALSE,75.33,3.454,3388.65,145,2,321.8,NA,NA
1,5/27/2011,FALSE,81.27,3.494,3234.31,53,136.4,280.23,NA,NA
1,6/3/2011,FALSE,78.99,3.466,3301.63,8.51,144.57,56.15,NA,NA
1,6/10/2011,FALSE,80.11,3.439,3996.14,70.74,160.6,1534.4,NA,NA
1,6/17/2011,FALSE,78.61,3.431,1728.99,94.8,235,433.38,NA,NA
1,6/24/2011,FALSE,82.81,3.479,875.97,117.68,165.2,262.81,NA,NA
1,7/1/2011,FALSE,85.14,3.495,1619.96,444.19,NA,364.24,NA,NA
1,7/8/2011,FALSE,81.59,3.422,3251.59,937.9,310.4,1452.64,NA,NA
1,7/15/2011,FALSE,84.86,3.4,1362.23,645.99,34.5,255.54,NA,NA
1,7/22/2011,FALSE,81.11,3.556,718.43,228.54,37,521.39,NA,NA
1,7/29/2011,FALSE,85.53,3.62,586.26,256.64,NA,88.91,NA,NA
1,8/5/2011,FALSE,43.76,2.598,NA,NA,NA,NA,126.4420645,8.623
1,8/12/2011,FALSE,28.84,2.573,NA,NA,NA,NA,126.4962581,8.623
1,8/19/2011,FALSE,36.45,2.54,NA,NA,NA,NA,126.5262857,8.623
1,8/26/2011,FALSE,41.36,2.59,NA,NA,NA,NA,126.5522857,8.623
1,9/2/2011,FALSE,87.83,3.533,NA,NA,NA,NA,215.7971409,8.2
1,9/9/2011,TRUE,76,3.546,NA,NA,NA,NA,215.861056,8.2
1,9/16/2011,FALSE,79.94,3.526,NA,NA,NA,NA,216.0410526,8.2
1,9/23/2011,FALSE,75.8,3.467,NA,NA,NA,NA,216.3758246,8.2
1,9/30/2011,FALSE,79.69,3.355,NA,NA,NA,NA,216.7105965,8.2
1,10/7/2011,FALSE,69.31,3.285,NA,NA,NA,NA,217.0453684,8.2
1,10/14/2011,FALSE,71.74,3.274,NA,NA,NA,NA,217.3552733,8.2
1,10/21/2011,FALSE,63.71,3.353,NA,NA,NA,NA,217.5159762,8.2
1,10/28/2011,FALSE,66.57,3.372,NA,NA,NA,NA,217.6766791,8.2
1,11/4/2011,FALSE,54.98,3.332,NA,NA,NA,NA,217.837382,8.2
1,11/11/2011,FALSE,59.11,3.297,10382.9,6115.67,215.07,2406.62,217.9980849,8.2
1,11/18/2011,FALSE,62.25,3.308,6074.12,254.39,51.98,427.39,218.2205088,8.2
1,11/25/2011,TRUE,60.14,3.236,410.31,98,55805.51,8,218.4676211,8.099
1,12/2/2011,FALSE,48.91,3.172,5629.51,68,1398.11,2084.64,218.7147333,8.099
1,12/9/2011,FALSE,43.93,3.158,4640.65,19,105.02,3639.42,218.9618456,8.099
1,12/16/2011,FALSE,51.63,3.159,5011.32,67,347.37,225.79,219.1794533,8.099
1,12/23/2011,FALSE,47.96,3.112,2725.36,40.48,634.7,24.9,219.3577216,8.099
1,12/30/2011,TRUE,44.55,3.129,5762.1,46011.38,260.36,983.65,219.5359898,8.099
1,1/6/2012,FALSE,49.01,3.157,6277.39,21813.16,143.1,1450.13,219.7142581,8.099
1,1/13/2012,FALSE,48.53,3.261,5183.29,8025.87,42.24,453.08,219.8925263,8.099
1,1/20/2012,FALSE,54.11,3.268,4139.87,2807.19,33.88,500.62,219.9856893,8.099
1,1/27/2012,FALSE,54.26,3.29,1164.46,1082.74,44,11,220.0788523,8.099
1,2/3/2012,FALSE,56.55,3.36,34577.06,3579.21,160.53,32403.87,220.1720153,8.099
1,2/10/2012,TRUE,48.02,3.409,13925.06,6927.23,101.64,8471.88,220.2651783,8.099
1,2/17/2012,FALSE,45.32,3.51,9873.33,11062.27,9.8,8409.31,220.4257586,8.099
1,2/24/2012,FALSE,57.25,3.555,9349.61,7556.01,3.2,1219.92,220.636902,8.163
1,3/2/2012,FALSE,60.96,3.63,15441.4,1569,10.8,25390.88,220.8480454,8.163
1,3/9/2012,FALSE,58.76,3.669,10331.04,151.88,6,671.43,221.0591887,8.163
1,3/16/2012,FALSE,64.74,3.734,4298.16,7.5,2.02,2724.65,221.2118132,8.163
1,3/23/2012,FALSE,65.93,3.787,6118.56,9.48,4.97,426.72,221.2864126,8.163
1,3/30/2012,FALSE,67.61,3.845,10309.58,0.5,10.25,1654.17,221.3610119,8.163
1,4/6/2012,FALSE,70.43,3.891,10121.97,NA,77.98,3750.59,221.4356112,8.163
1,4/13/2012,FALSE,69.07,3.891,6186.19,3288.69,17.07,1822.55,221.5102105,8.163
1,4/20/2012,FALSE,66.76,3.877,2230.8,612.02,19.75,275.13,221.5640737,8.163
1,4/27/2012,FALSE,67.23,3.814,3221.25,NA,35.49,577.14,221.6179368,8.163
1,5/4/2012,FALSE,75.55,3.749,21290.13,NA,69.89,4977.35,221.6718,8.163
1,5/11/2012,FALSE,73.77,3.688,8351.4,NA,10.52,2443.14,221.7256632,8.163
1,5/18/2012,FALSE,70.33,3.63,6154.14,NA,45.11,1675.49,221.742674,8.163
1,5/25/2012,FALSE,77.22,3.561,4039.39,NA,745.19,1429.96,221.744944,8.163
1,6/1/2012,FALSE,77.95,3.501,6086.21,12,370.51,148.75,221.7472139,8.028
1,6/8/2012,FALSE,78.3,3.452,8813.81,116.8,64.55,2652.04,221.7494839,8.028
1,6/15/2012,FALSE,79.35,3.393,5621.99,109.6,0.25,2420.28,221.7626421,8.028
1,6/22/2012,FALSE,78.39,3.346,8624.56,171.25,3.05,2524.07,221.8030211,8.028
1,6/29/2012,FALSE,84.88,3.286,3965.73,161.6,NA,435.99,221.8434,8.028
1,7/6/2012,FALSE,81.57,3.227,12218.76,94.4,192.83,4066.01,221.8837789,8.028
1,7/13/2012,FALSE,77.12,3.256,7218.13,45.2,36.24,3909.38,221.9241579,8.028
1,7/20/2012,FALSE,80.42,3.311,3213,313.72,9.53,2262.02,221.9327267,8.028
1,7/27/2012,FALSE,82.66,3.407,7146.9,389.02,1.59,10267.54,221.9412954,8.028
1,8/3/2012,FALSE,86.11,3.417,27584.78,119.98,30.23,12007.04,221.9498642,8.028
1,8/10/2012,FALSE,85.05,3.494,11436.22,245,6.85,6964.26,221.9584329,8.028
1,8/17/2012,FALSE,84.85,3.571,3662.06,137.86,4.84,2752.2,222.0384109,8.028
1,8/24/2012,FALSE,77.66,3.62,6237.83,260.06,2.97,3463.03,222.1719457,7.931
1,8/31/2012,FALSE,80.49,3.638,21442.73,102.32,21.7,13209.64,222.3054805,7.931
1,9/7/2012,TRUE,83.96,3.73,5204.68,35.74,50.94,4120.32,222.4390153,7.931
1,9/14/2012,FALSE,74.97,3.717,17212.52,7,18.79,1523.11,222.5820193,7.931
1,9/21/2012,FALSE,69.87,3.721,6352.3,7.64,4.69,1010.06,222.7818386,7.931
1,9/28/2012,FALSE,76.08,3.666,3666.27,7.64,1.65,1417.96,222.9816579,7.931
1,10/5/2012,FALSE,68.55,3.617,8077.89,NA,18.22,3617.43,223.1814772,7.931
1,10/12/2012,FALSE,62.99,3.601,2086.18,NA,8.11,602.36,223.3812965,7.931
1,10/19/2012,FALSE,67.97,3.594,950.33,NA,4.93,80.25,223.4257233,7.931
1,10/26/2012,FALSE,69.16,3.506,2585.85,31.75,6,1057.16,223.4442513,7.931
1,11/2/2012,FALSE,55.32,3.386,6766.44,5147.7,50.82,3639.9,223.4627793,7.931
1,11/9/2012,FALSE,61.24,3.314,11421.32,3370.89,40.28,4646.79,223.4813073,7.931
1,11/16/2012,FALSE,52.92,3.252,9696.28,292.1,103.78,1133.15,223.5129105,7.931
1,11/23/2012,TRUE,56.23,3.211,883.59,4.17,74910.32,209.91,223.5619474,7.852
1,11/30/2012,FALSE,52.34,3.207,2460.03,NA,3838.35,150.57,223.6109842,7.852
1,12/7/2012,FALSE,64.12,3.198,6343.16,NA,270,2928.9,223.6600211,7.852
1,12/14/2012,FALSE,48.89,3.168,3504.83,NA,73.26,1636.8,223.7192767,7.852
1,12/21/2012,FALSE,56.02,3.098,8231.71,NA,274,358.15,223.8398455,7.852
1,12/28/2012,TRUE,44.79,3.108,12659.55,37101.13,174.78,74.46,223.9604143,7.852
1,1/4/2013,FALSE,41.73,3.161,1214.08,25366.33,15.01,72.36,224.080983,7.852
1,1/11/2013,FALSE,50.32,3.243,6520.24,16134.6,12.17,774.55,224.2015518,7.852
1,1/18/2013,FALSE,42.92,3.237,3772.69,3559.46,3.88,246.62,224.2358132,7.852
1,1/25/2013,FALSE,53.37,3.227,965.89,1097.91,0.1,225.36,224.2355518,7.852
1,2/1/2013,FALSE,56.46,3.244,9290.91,1359.9,265,20657.82,224.2352903,7.852
1,2/8/2013,TRUE,56.67,3.417,32355.16,729.8,280.89,20426.61,224.2350289,7.852
1,2/15/2013,FALSE,49.66,3.475,72937.29,6665.52,47.21,13014.67,224.2760526,7.852
1,2/22/2013,FALSE,50.25,3.597,20107.75,3163.89,42.2,15657.3,224.4202895,7.852
1,3/1/2013,FALSE,48.01,3.711,10610.74,261.46,2.8,25.54,224.5645263,7.441
1,3/8/2013,FALSE,50.81,3.658,5000.58,290.46,78.77,606.15,224.7087632,7.441
1,3/15/2013,FALSE,55.33,3.622,3808.13,NA,15.65,2616.6,224.8356808,7.441
1,3/22/2013,FALSE,63.42,3.611,12553.98,NA,495.1,6787.75,224.9193005,7.441
1,3/29/2013,FALSE,51,3.606,13067.46,NA,384.9,122.93,225.0029202,7.441
1,4/5/2013,FALSE,58.59,3.583,12872.34,5687.86,485.97,478.04,225.0865399,7.441
1,4/12/2013,FALSE,62.72,3.529,3672.43,932.58,52.86,949.07,225.1701596,7.441
1,4/19/2013,FALSE,67.1,3.451,3530.36,3.95,107.5,458.76,225.1701596,7.441
1,4/26/2013,FALSE,59.23,3.417,2387.72,NA,98.34,516.28,225.1701596,7.441
1,5/3/2013,FALSE,66.66,3.386,2298.63,2,129.9,55.46,NA,7.441
1,5/10/2013,FALSE,63.9,3.392,4624.61,83.88,42.38,1618.31,NA,7.441
1,5/17/2013,FALSE,69.53,3.454,16170.5,92,8.32,4127.24,NA,7.441
1,5/24/2013,FALSE,77.19,3.494,7959.89,178,1621.47,3152.57,NA,7.441
1,5/31/2013,FALSE,78.02,3.466,2369.77,142.45,475.35,45.55,NA,7.057
1,6/7/2013,FALSE,76.44,3.439,3514.75,742.59,116.15,1015.44,NA,7.057
1,6/14/2013,FALSE,79.86,3.431,12592.32,527.48,402.88,7474.56,NA,7.057
1,6/21/2013,FALSE,81.35,3.479,8104.02,417.99,327.33,5182.25,NA,7.057
1,6/28/2013,FALSE,83.94,3.495,4205.98,796.7,6.84,3816.78,NA,7.057
1,7/5/2013,FALSE,79.85,3.422,7649.99,3503.29,1766.77,9454.96,NA,7.057
1,7/12/2013,FALSE,83.12,3.4,6089.94,1362.42,209.62,2367.42,NA,7.057
1,7/19/2013,FALSE,79.26,3.556,3117.04,1060.39,199.05,1012.3,NA,7.057
1,7/26/2013,FALSE,81.54,3.62,332.17,673.19,1,38.63,NA,7.057
2,2/5/2010,FALSE,40.19,2.572,NA,NA,NA,NA,210.7526053,7.057
2,2/12/2010,TRUE,38.49,2.548,NA,NA,NA,NA,210.8979935,7.057
2,2/19/2010,FALSE,39.69,2.514,NA,NA,NA,NA,210.9451605,7.057
2,2/26/2010,FALSE,46.1,2.561,NA,NA,NA,NA,210.9759573,7.057
2,3/5/2010,FALSE,47.17,2.625,NA,NA,NA,NA,211.0067542,6.891
2,3/12/2010,FALSE,57.56,2.667,NA,NA,NA,NA,211.037551,6.891
2,3/19/2010,FALSE,54.52,2.72,NA,NA,NA,NA,210.8733316,6.891
2,3/26/2010,FALSE,51.26,2.732,NA,NA,NA,NA,210.6766095,6.891
2,4/2/2010,FALSE,63.27,2.719,NA,NA,NA,NA,210.4798874,6.891
2,4/9/2010,FALSE,65.41,2.77,NA,NA,NA,NA,210.2831653,6.891
2,4/16/2010,FALSE,68.07,2.808,NA,NA,NA,NA,210.1495463,6.891
2,4/23/2010,FALSE,65.11,2.795,NA,NA,NA,NA,210.1000648,6.891
2,4/30/2010,FALSE,66.98,2.78,NA,NA,NA,NA,210.0505833,6.891
2,5/7/2010,FALSE,71.28,2.835,NA,NA,NA,NA,210.0011018,6.891
2,5/14/2010,FALSE,73.31,2.854,NA,NA,NA,NA,209.9984585,6.891
2,5/21/2010,FALSE,74.83,2.826,NA,NA,NA,NA,210.2768443,6.891
2,5/28/2010,FALSE,81.13,2.759,NA,NA,NA,NA,210.5552301,6.891
2,6/4/2010,FALSE,81.81,2.705,NA,NA,NA,NA,210.833616,6.565
2,6/11/2010,FALSE,83.4,2.668,NA,NA,NA,NA,211.1120018,6.565
2,6/18/2010,FALSE,85.81,2.637,NA,NA,NA,NA,211.1096543,6.565
2,6/25/2010,FALSE,86.26,2.653,NA,NA,NA,NA,210.9950134,6.565
2,7/2/2010,FALSE,82.74,2.669,NA,NA,NA,NA,210.8803726,6.565
2,7/9/2010,FALSE,82.59,2.642,NA,NA,NA,NA,210.7657317,6.565
2,7/16/2010,FALSE,85.32,2.623,NA,NA,NA,NA,210.7577954,6.565
2,7/23/2010,FALSE,87.66,2.608,NA,NA,NA,NA,210.8921319,6.565
2,7/30/2010,FALSE,83.49,2.64,NA,NA,NA,NA,211.0264684,6.565
2,8/6/2010,FALSE,89.53,2.627,NA,NA,NA,NA,211.1608049,6.565
2,8/13/2010,FALSE,89.05,2.692,NA,NA,NA,NA,211.2951413,6.565
2,8/20/2010,FALSE,88.7,2.664,NA,NA,NA,NA,211.2596586,6.565
2,8/27/2010,FALSE,87.12,2.619,NA,NA,NA,NA,211.2241759,6.565
2,9/3/2010,FALSE,81.83,2.577,NA,NA,NA,NA,211.1886931,6.17
2,9/10/2010,TRUE,79.09,2.565,NA,NA,NA,NA,211.1532104,6.17
2,9/17/2010,FALSE,82.05,2.582,NA,NA,NA,NA,211.1806415,6.17
2,9/24/2010,FALSE,81.79,2.624,NA,NA,NA,NA,211.2552578,6.17
2,10/1/2010,FALSE,69.24,2.603,NA,NA,NA,NA,211.3298742,6.17
2,10/8/2010,FALSE,63.19,2.633,NA,NA,NA,NA,211.4044906,6.17
2,10/15/2010,FALSE,65.8,2.72,NA,NA,NA,NA,211.4713286,6.17
2,10/22/2010,FALSE,68.5,2.725,NA,NA,NA,NA,211.5187208,6.17
2,10/29/2010,FALSE,66.24,2.716,NA,NA,NA,NA,211.5661131,6.17
2,11/5/2010,FALSE,57.85,2.689,NA,NA,NA,NA,211.6135053,6.17
2,11/12/2010,FALSE,59.69,2.728,NA,NA,NA,NA,211.6608975,6.17
2,11/19/2010,FALSE,50.81,2.771,NA,NA,NA,NA,211.5470304,6.17
2,11/26/2010,TRUE,62.98,2.735,NA,NA,NA,NA,211.4062867,6.17
2,12/3/2010,FALSE,49.33,2.708,NA,NA,NA,NA,211.265543,6.237
2,12/10/2010,FALSE,45.5,2.843,NA,NA,NA,NA,211.1247993,6.237
2,12/17/2010,FALSE,47.55,2.869,NA,NA,NA,NA,211.0645458,6.237
2,12/24/2010,FALSE,49.97,2.886,NA,NA,NA,NA,211.0646599,6.237
2,12/31/2010,TRUE,47.3,2.943,NA,NA,NA,NA,211.064774,6.237
2,1/7/2011,FALSE,44.69,2.976,NA,NA,NA,NA,211.0648881,6.237
2,1/14/2011,FALSE,33.02,2.983,NA,NA,NA,NA,211.1176713,6.237
2,1/21/2011,FALSE,41.4,3.016,NA,NA,NA,NA,211.4864691,6.237
2,1/28/2011,FALSE,42.83,3.01,NA,NA,NA,NA,211.8552668,8.028
2,2/4/2011,FALSE,38.25,2.989,NA,NA,NA,NA,212.2240646,8.028
2,2/11/2011,TRUE,33.19,3.022,NA,NA,NA,NA,212.5928624,8.028
2,2/18/2011,FALSE,57.83,3.045,NA,NA,NA,NA,212.9033115,8.028
2,2/25/2011,FALSE,60.8,3.065,NA,NA,NA,NA,213.190421,8.028
2,3/4/2011,FALSE,57.77,3.288,NA,NA,NA,NA,213.4775305,8.028
2,3/11/2011,FALSE,52.7,3.459,NA,NA,NA,NA,213.7646401,8.028
2,3/18/2011,FALSE,62.32,3.488,NA,NA,NA,NA,214.0156238,8.028
2,3/25/2011,FALSE,69.42,3.473,NA,NA,NA,NA,214.2521573,8.028
2,4/1/2011,FALSE,55.43,3.524,NA,NA,NA,NA,214.4886908,7.931
2,4/8/2011,FALSE,67,3.622,NA,NA,NA,NA,214.7252242,7.931
2,4/15/2011,FALSE,69.48,3.743,NA,NA,NA,NA,214.9420631,7.931
2,4/22/2011,FALSE,69.39,3.807,NA,NA,NA,NA,215.1096657,7.931
2,4/29/2011,FALSE,69.21,3.81,NA,NA,NA,NA,215.2772683,7.931
2,5/6/2011,FALSE,61.48,3.906,NA,NA,NA,NA,215.4448709,7.931
2,5/13/2011,FALSE,74.61,3.899,NA,NA,NA,NA,215.6124735,7.931
2,5/20/2011,FALSE,67.14,3.907,NA,NA,NA,NA,215.3834778,7.931
2,5/27/2011,FALSE,76.42,3.786,NA,NA,NA,NA,215.1544822,7.931
2,6/3/2011,FALSE,83.07,3.699,NA,NA,NA,NA,214.9254865,7.931
2,6/10/2011,FALSE,83.4,3.648,NA,NA,NA,NA,214.6964908,7.931
2,6/17/2011,FALSE,86.53,3.637,NA,NA,NA,NA,214.6513538,7.931
2,6/24/2011,FALSE,85.17,3.594,NA,NA,NA,NA,214.7441108,7.931
2,7/1/2011,FALSE,85.69,3.524,NA,NA,NA,NA,214.8368678,7.852
2,7/8/2011,FALSE,87.7,3.48,NA,NA,NA,NA,214.9296249,7.852
2,7/15/2011,FALSE,89.83,3.575,NA,NA,NA,NA,215.0134426,7.852
2,7/22/2011,FALSE,89.34,3.651,NA,NA,NA,NA,215.0749122,7.852
2,7/29/2011,FALSE,90.07,3.682,NA,NA,NA,NA,215.1363819,7.852
2,8/5/2011,FALSE,93.34,3.684,NA,NA,NA,NA,215.1978515,7.852
2,8/12/2011,FALSE,91.58,3.638,NA,NA,NA,NA,215.2593211,7.852
2,8/19/2011,FALSE,89.86,3.554,NA,NA,NA,NA,215.3229307,7.852
2,8/26/2011,FALSE,90.45,3.523,NA,NA,NA,NA,215.386897,7.852
2,9/2/2011,FALSE,89.64,3.533,NA,NA,NA,NA,215.4508632,7.852
2,9/9/2011,TRUE,77.97,3.546,NA,NA,NA,NA,215.5148295,7.852
2,9/16/2011,FALSE,78.85,3.526,NA,NA,NA,NA,215.6944378,7.852
2,9/23/2011,FALSE,75.58,3.467,NA,NA,NA,NA,216.0282356,7.852
2,9/30/2011,FALSE,78.14,3.355,NA,NA,NA,NA,216.3620333,7.852
2,10/7/2011,FALSE,69.92,3.285,NA,NA,NA,NA,216.6958311,7.441
2,10/14/2011,FALSE,71.67,3.274,NA,NA,NA,NA,217.0048261,7.441
2,10/21/2011,FALSE,64.53,3.353,NA,NA,NA,NA,217.1650042,7.441
2,10/28/2011,FALSE,65.87,3.372,NA,NA,NA,NA,217.3251824,7.441
2,11/4/2011,FALSE,55.53,3.332,NA,NA,NA,NA,217.4853605,7.441
2,11/11/2011,FALSE,59.33,3.297,10797.64,20445,443.32,4754.07,217.6455387,7.441
2,11/18/2011,FALSE,62.01,3.308,6490.92,1217.76,152.12,873.82,217.8670218,7.441
2,11/25/2011,TRUE,56.36,3.236,919.71,62,77451.26,23,218.1130269,7.441
2,12/2/2011,FALSE,48.74,3.172,8010.99,83.47,1897.27,4444,218.3590319,7.441
2,12/9/2011,FALSE,41.76,3.158,11472.59,40,306.43,4160.55,218.605037,7.441
2,12/16/2011,FALSE,50.13,3.159,4908.83,61.03,341.49,469.8,218.8217928,7.441
2,12/23/2011,FALSE,46.66,3.112,2971.04,15.18,1501.75,88.76,218.9995495,7.441
2,12/30/2011,TRUE,44.57,3.129,8321.44,92523.94,139.53,1515.4,219.1773063,7.441
2,1/6/2012,FALSE,46.75,3.157,5886.72,37454.29,121.16,2388.92,219.355063,7.057
2,1/13/2012,FALSE,45.99,3.261,4414.72,12092.63,98.38,708.18,219.5328198,7.057
2,1/20/2012,FALSE,51.7,3.268,6552.26,4355.69,105.97,1703.1,219.6258417,7.057
2,1/27/2012,FALSE,50.5,3.29,1920.15,1507.56,86.09,43.4,219.7188636,7.057
2,2/3/2012,FALSE,55.21,3.36,75149.79,3818.85,221.4,48159.86,219.8118854,7.057
2,2/10/2012,TRUE,46.98,3.409,13510.89,6674.42,94.07,14114.9,219.9049073,7.057
2,2/17/2012,FALSE,43.82,3.51,13942.54,14273.24,15.76,4927.14,220.0651993,7.057
2,2/24/2012,FALSE,54.63,3.555,13048.36,12059.1,10.2,5299.73,220.275944,7.057
2,3/2/2012,FALSE,58.79,3.63,23901.27,2144.7,9,9799.63,220.4866886,7.057
2,3/9/2012,FALSE,57.11,3.669,11784.91,368.32,3,2498.17,220.6974332,7.057
2,3/16/2012,FALSE,63.68,3.734,5965.99,230.42,3,2650.77,220.8498468,7.057
2,3/23/2012,FALSE,64.01,3.787,6008.98,139.93,6.63,1650.49,220.9244858,7.057
2,3/30/2012,FALSE,66.83,3.845,14369.3,164.77,17,1017.31,220.9991248,7.057
2,4/6/2012,FALSE,68.43,3.891,12132.59,1.3,32.58,4874.69,221.0737638,6.891
